id,preview_url,class,scan,style,role,tabindex,onkeydown,onclick,title,name,color,top_px,left_px,font_size_pct
item975,https://p.scdn.co/mp3-preview/f0b8a28d42d45a8ef15ddfd4a02193306d3c4050,genre scanme,true,color: #a2860c; top: 11919px; left: 519px; font-size: 103%,button,0,kb(event);,"playx(""1kGcJQPw3Z7rlTYSW3HLLM"", ""naija worship"", this);","e.g. Onos ""Alagbara""",naija worship,#a2860c,11919.0,519.0,103.0
item976,https://p.scdn.co/mp3-preview/5ff8ed0a8779b44aaa6040a16fce9cd8c92a1a2a,genre scanme,true,color: #7c920e; top: 13416px; left: 524px; font-size: 103%,button,0,kb(event);,"playx(""723paR6LrVISFCXFPf5z57"", ""uk americana"", this);","e.g. Bear's Den ""Above The Clouds Of Pompeii""",uk americana,#7c920e,13416.0,524.0,103.0
item977,https://p.scdn.co/mp3-preview/ac3206cce8d660a8927d16f9247cf3a90c4a3f98,genre scanme,true,color: #739c06; top: 13601px; left: 591px; font-size: 103%,button,0,kb(event);,"playx(""3BjJMiJqjWSNkokmrCcTDJ"", ""neo-singer-songwriter"", this);","e.g. Gabrielle Aplin ""Losing Me""",neo-singer-songwriter,#739c06,13601.0,591.0,103.0
item978,https://p.scdn.co/mp3-preview/1aec8c245bc8c6e79c28cc7501a482d9f5aafa3a,genre scanme,true,color: #c77104; top: 5063px; left: 386px; font-size: 103%,button,0,kb(event);,"playx(""3B2JxxWYdQ6ZnRhpWlDO1a"", ""modern j-rock"", this);","e.g. Blue Mash ""æ¥ã®ã¾ã¾""",modern j-rock,#c77104,5063.0,386.0,103.0
item979,https://p.scdn.co/mp3-preview/884131fad4e1d50eb18cff395a00fec3dfea9c94,genre scanme,true,color: #a78919; top: 5039px; left: 885px; font-size: 103%,button,0,kb(event);,"playx(""1ANr6ZNtwd8klYxYdXLR7t"", ""south african pop"", this);","e.g. Shekhinah ""Suited""",south african pop,#a78919,5039.0,885.0,103.0
item980,https://p.scdn.co/mp3-preview/bea4a58102cb2b040442809fb911bfd44bf871da,genre scanme,true,color: #5b96cb; top: 12797px; left: 1084px; font-size: 103%,button,0,kb(event);,"playx(""1eJ2KX9bNkOQJmcXMBLl5H"", ""lo-fi product"", this);","e.g. Sad LoFi Boy ""Lofi Forgetting To Study""",lo-fi product,#5b96cb,12797.0,1084.0,103.0
item981,https://p.scdn.co/mp3-preview/861c98e8eb048f0c5adce0ce4f72eb3f47f3fc23,genre scanme,true,color: #968b03; top: 11290px; left: 1058px; font-size: 103%,button,0,kb(event);,"playx(""44glimFbUPklNA2Jgvg2mm"", ""rap maroc"", this);","e.g. 8ird ""9vs3""",rap maroc,#968b03,11290.0,1058.0,103.0
item982,https://p.scdn.co/mp3-preview/0993e37322d9613eae401831bae2eda5769e5b29,genre scanme,true,color: #52a148; top: 16394px; left: 433px; font-size: 103%,button,0,kb(event);,"playx(""3yQ7OQoOtzVgBNEJ8i7Vcs"", ""ambient folk"", this);","e.g. Julie Byrne ""Follow My Voice""",ambient folk,#52a148,16394.0,433.0,103.0
item983,https://p.scdn.co/mp3-preview/74b4106696802dec62b011af493f40521f221830,genre scanme,true,color: #ba8846; top: 3557px; left: 897px; font-size: 103%,button,0,kb(event);,"playx(""1i0cgkisuJoGZOzdupqf1v"", ""bass trap"", this);","e.g. Fabian Mazur ""Arena""",bass trap,#ba8846,3557.0,897.0,103.0
item984,https://p.scdn.co/mp3-preview/d94d9396503c74cb69beaef7b3e813df32fe6915,genre scanme,true,color: #868828; top: 17651px; left: 799px; font-size: 103%,button,0,kb(event);,"playx(""5oH5biCTmSOGK0gCkYSvDI"", ""classic kollywood"", this);","e.g. Thiruchi Loganathan ""Aasayae Alaipolae""",classic kollywood,#868828,17651.0,799.0,103.0
item985,https://p.scdn.co/mp3-preview/fd91e3f81c61a3f1710fa441d62036bde5d6a8b1,genre scanme,true,color: #4d918d; top: 19737px; left: 973px; font-size: 103%,button,0,kb(event);,"playx(""5adplcKfzKt11qY8KvL4Dd"", ""jazz piano"", this);","e.g. Cedar Walton ""Blues For Myself""",jazz piano,#4d918d,19737.0,973.0,103.0
item986,https://p.scdn.co/mp3-preview/26568a57fcd5719eddf13424a4cac3efa6c8645c,genre scanme,true,color: #ab8447; top: 4951px; left: 559px; font-size: 103%,button,0,kb(event);,"playx(""6RSuGXM9GVMdXaI8ifGm8d"", ""rebel blues"", this);","e.g. JAXSON GAMBLE ""Let's Go""",rebel blues,#ab8447,4951.0,559.0,103.0
item987,https://p.scdn.co/mp3-preview/d46b76a3887bc80ea67b6eeeb51c532405ba9f18,genre scanme,true,color: #998430; top: 9798px; left: 443px; font-size: 103%,button,0,kb(event);,"playx(""6twjuBZfRJIZnoHrghzWLk"", ""toronto indie"", this);","e.g. The Beaches ""Blame Brett""",toronto indie,#998430,9798.0,443.0,103.0
item988,https://p.scdn.co/mp3-preview/2c2f857825515d75a1c789e8f4e63abe48065140,genre scanme,true,color: #d57b81; top: 1870px; left: 549px; font-size: 103%,button,0,kb(event);,"playx(""5ipHs2YNLZCBv3BJer2oL5"", ""progressive trance"", this);","e.g. Adrian Alexander ""Lights Out""",progressive trance,#d57b81,1870.0,549.0,103.0
item989,https://p.scdn.co/mp3-preview/acad82fbdc33a8b95632d522619aa4765d7c7e8a,genre scanme,true,color: #9f8b01; top: 13084px; left: 1004px; font-size: 103%,button,0,kb(event);,"playx(""1ayYCul1JRvWG1AhUzFFGU"", ""tierra caliente"", this);","e.g. Principez De Tuzantla ""La Ultima Copa""",tierra caliente,#9f8b01,13084.0,1004.0,103.0
item990,https://p.scdn.co/mp3-preview/d5e0c08a20feba3482fdd7b0bc947d6e48961002,genre scanme,true,color: #749120; top: 12587px; left: 1043px; font-size: 103%,button,0,kb(event);,"playx(""2fHJaKocnL2cSLOKdJ2tW4"", ""muziek voor kinderen"", this);","e.g. De Gouden Nachtegaaltjes ""M'n Opa""",muziek voor kinderen,#749120,12587.0,1043.0,103.0
item991,https://p.scdn.co/mp3-preview/5773cf788c40d82ffc16ea2cf0b6618850c9c2ef,genre scanme,true,color: #8d8f21; top: 10202px; left: 533px; font-size: 103%,button,0,kb(event);,"playx(""5TFvIb9M86dN3VgvHYqaPy"", ""dark pop"", this);","e.g. ZAND ""I Spit On Your Grave""",dark pop,#8d8f21,10202.0,533.0,103.0
item992,https://p.scdn.co/mp3-preview/9987b844318f2157ad396683223401b859f2b3a3,genre scanme,true,color: #b77c04; top: 11479px; left: 758px; font-size: 103%,button,0,kb(event);,"playx(""6b5HKJgf86zKmJNXBUxFkY"", ""odia pop"", this);","e.g. Satyajeet Pradhan ""Ethara Fagune""",odia pop,#b77c04,11479.0,758.0,103.0
item993,https://p.scdn.co/mp3-preview/788238acd439da083fabc9d6b0d92eff3f4faf35,genre scanme,true,color: #a58e05; top: 6298px; left: 1106px; font-size: 103%,button,0,kb(event);,"playx(""2hn2zOA2XFlv6DSmesylrL"", ""trap colombiano"", this);","e.g. Ryan Castro ""QUEMA""",trap colombiano,#a58e05,6298.0,1106.0,103.0
item994,https://p.scdn.co/mp3-preview/14088ae72905a6910814ede2f9c36ccfb6574d7c,genre scanme,true,color: #858f26; top: 11381px; left: 593px; font-size: 103%,button,0,kb(event);,"playx(""0JKO9jlTWf5yzIMSyiS78i"", ""indie quebecois"", this);","e.g. Philippe B ""Explosion""",indie quebecois,#858f26,11381.0,593.0,103.0
item995,https://p.scdn.co/mp3-preview/fa4c9f32b8a404941292e7a05f7156b04c6223b7,genre scanme,true,color: #4f94c4; top: 15167px; left: 234px; font-size: 103%,button,0,kb(event);,"playx(""6lgDvkxcWNnCefaT2qeJPf"", ""ambient"", this);","e.g. Loscil ""Angle of List""",ambient,#4f94c4,15167.0,234.0,103.0
item996,https://p.scdn.co/mp3-preview/2cbfd8883482b320c2355c699d67169560554ed5,genre scanme,true,color: #b68407; top: 6929px; left: 1296px; font-size: 103%,button,0,kb(event);,"playx(""7Ls0AYtBWAJtt7iORFc6zC"", ""funk viral"", this);","e.g. Mc Frog ""NÃ£o Quer Chifre""",funk viral,#b68407,6929.0,1296.0,103.0
item997,https://p.scdn.co/mp3-preview/84f91931325703bd63c3997cf7bce807b83da100,genre scanme,true,color: #c56d1c; top: 5582px; left: 435px; font-size: 103%,button,0,kb(event);,"playx(""3WKAp41p6HpTA0bdH3khKl"", ""medieval rock"", this);","e.g. Ignis Fatuu ""Spiel des Lebens""",medieval rock,#c56d1c,5582.0,435.0,103.0
item998,https://p.scdn.co/mp3-preview/dea9972051d20074e33524f7b65954d993f207ee,genre scanme,true,color: #9b9003; top: 6458px; left: 826px; font-size: 103%,button,0,kb(event);,"playx(""4cZ3UsiKd1kUQIaq4BFIj2"", ""teen pop"", this);","e.g. Jack & Jack ""No One Compares To You""",teen pop,#9b9003,6458.0,826.0,103.0
item999,https://p.scdn.co/mp3-preview/be549579009dda80d0b6aee0248bdd042599d73a,genre scanme,true,color: #739a0b; top: 12054px; left: 721px; font-size: 103%,button,0,kb(event);,"playx(""6hFKP7kl22184msxWDhXLL"", ""folk brasileiro"", this);","e.g. Rubel ""Quando Bate Aquela Saudade""",folk brasileiro,#739a0b,12054.0,721.0,103.0
item1000,https://p.scdn.co/mp3-preview/79c04c5c9e73974d8eb35f35dcfd762e5c15f9d2,genre scanme,true,color: #9e7647; top: 12167px; left: 445px; font-size: 103%,button,0,kb(event);,"playx(""0oN2fJx5t5BzkKQQiojHrr"", ""lo-fi"", this);","e.g. Guided By Voices ""I Am A Scientist""",lo-fi,#9e7647,12167.0,445.0,103.0
item1001,https://p.scdn.co/mp3-preview/a5a669332f13995eb593c216a8abb01a57f44793,genre scanme,true,color: #bf8807; top: 4559px; left: 1137px; font-size: 103%,button,0,kb(event);,"playx(""5n6C37GsZ32r72o7FzZTyI"", ""manele"", this);","e.g. Jean de la Craiova ""Viata De Golan""",manele,#bf8807,4559.0,1137.0,103.0
item1002,https://p.scdn.co/mp3-preview/76e8776be2f4c4f3352fa7bb091b25271746aa04,genre scanme,true,color: #ae7085; top: 11343px; left: 404px; font-size: 103%,button,0,kb(event);,"playx(""38DzeSvpFtWlBVleELTTKp"", ""instrumental rock"", this);","e.g. Tony MacAlpine ""Chrome Castles""",instrumental rock,#ae7085,11343.0,404.0,103.0
item1003,https://p.scdn.co/mp3-preview/415b8862b86b6c4ad32669d89e884e73c87f8b84,genre scanme,true,color: #899905; top: 9593px; left: 1045px; font-size: 103%,button,0,kb(event);,"playx(""3LjDVbjncqYyMvFl23b4m5"", ""trap baiano"", this);","e.g. Baby Venas ""Ainda TÃ´ Vivo""",trap baiano,#899905,9593.0,1045.0,103.0
item1004,https://p.scdn.co/mp3-preview/ed51c02cb2e8fc384dfc838869c9ec364d8eac3a,genre scanme,true,color: #569b1c; top: 16565px; left: 777px; font-size: 103%,button,0,kb(event);,"playx(""5Hc8WIK7qgBQ2vRSn19gG6"", ""british folk"", this);","e.g. Sandy Denny ""It'll Take A Long Time""",british folk,#569b1c,16565.0,777.0,103.0
item1005,https://p.scdn.co/mp3-preview/f65b8d3d36029ff6c9d665e00c8993af8bedf815,genre scanme,true,color: #9e8c05; top: 10784px; left: 1079px; font-size: 103%,button,0,kb(event);,"playx(""0UVR0QiTSuQjiRSmtGN65o"", ""rap baiano"", this);","e.g. VANDAL ""BALAH IH FOGOH""",rap baiano,#9e8c05,10784.0,1079.0,103.0
item1006,https://p.scdn.co/mp3-preview/7d04e1dde3bb9642253c30041f3be50f1c96b4c5,genre scanme,true,color: #97a061; top: 1072px; left: 1355px; font-size: 103%,button,0,kb(event);,"playx(""5XtshpnbHWXvVXKNJkX47A"", ""amapiano"", this);","e.g. Ntokzin ""Manyonyoba""",amapiano,#97a061,1072.0,1355.0,103.0
item1007,https://p.scdn.co/mp3-preview/f02cbc542ab4b53df53dbb8a8a696c01aa420a9f,genre scanme,true,color: #bc8209; top: 6664px; left: 1237px; font-size: 103%,button,0,kb(event);,"playx(""132wAeR05o10R9iSjA1XAE"", ""funk mandelao"", this);","e.g. DJ GRZS ""Eu Sou O Mestre Dos Magos""",funk mandelao,#bc8209,6664.0,1237.0,103.0
item1008,https://p.scdn.co/mp3-preview/9978210220f11fdd2ab9f8240cd7892e267c67c3,genre scanme,true,color: #6a982a; top: 16102px; left: 501px; font-size: 103%,button,0,kb(event);,"playx(""5MH17KACijBOpJZ6VGVibO"", ""celtic"", this);","e.g. Altan ""The Gap of Dreams / Niaâs Jig / The Beekeeper""",celtic,#6a982a,16102.0,501.0,103.0
item1009,https://p.scdn.co/mp3-preview/c34ebe38fd190061af2656e8548e0e1d0577345d,genre scanme,true,color: #d5734c; top: 2396px; left: 925px; font-size: 103%,button,0,kb(event);,"playx(""3lHwv3JiHZGSrYRBcyLTBn"", ""tekk"", this);","e.g. Tekktonikk ""Koks weg""",tekk,#d5734c,2396.0,925.0,103.0
item1010,https://p.scdn.co/mp3-preview/6421603f01a115882a70b8400550aff329d13498,genre scanme,true,color: #9b861c; top: 9081px; left: 549px; font-size: 103%,button,0,kb(event);,"playx(""2LWy8PYtociUOn9gR8xJ34"", ""turkish alternative"", this);","e.g. Objektif ""Mutlu ÃlÃ¼m""",turkish alternative,#9b861c,9081.0,549.0,103.0
item1011,https://p.scdn.co/mp3-preview/1a039361471a7fc870097f93eac1ffd2ddadb0b3,genre scanme,true,color: #ce6520; top: 6879px; left: 270px; font-size: 103%,button,0,kb(event);,"playx(""7xqDFlVE4MSx1auDR2nmpW"", ""german hard rock"", this);","e.g. Voodoo Circle ""Higher Love""",german hard rock,#ce6520,6879.0,270.0,103.0
item1012,https://p.scdn.co/mp3-preview/eea85766bf660bae4eab51468cc78bb2540e7edf,genre scanme,true,color: #b5810d; top: 4305px; left: 990px; font-size: 103%,button,0,kb(event);,"playx(""0z6ZIn5eEZWEzahWrVsK0k"", ""canadian latin"", this);","e.g. BoogÃ¡t ""Wow""",canadian latin,#b5810d,4305.0,990.0,103.0
item1013,https://p.scdn.co/mp3-preview/a3c49bab2fa395dba257c0a1e9a611c61d1b32b8,genre scanme,true,color: #9e894c; top: 8964px; left: 1203px; font-size: 103%,button,0,kb(event);,"playx(""231p3phtA8BG0ejgCfGiEc"", ""bases de freestyle"", this);","e.g. Eznar Beats ""Mozzafiato""",bases de freestyle,#9e894c,8964.0,1203.0,103.0
item1014,https://p.scdn.co/mp3-preview/5575847f260fd42ddd69e7741f7149c20d494a2a,genre scanme,true,color: #a47a16; top: 3510px; left: 1028px; font-size: 103%,button,0,kb(event);,"playx(""179SfVFJ0ZN41toTxnpgRD"", ""minneapolis sound"", this);","e.g. Sheila E. ""The Glamorous Life""",minneapolis sound,#a47a16,3510.0,1028.0,103.0
item1015,https://p.scdn.co/mp3-preview/e7b149dd905b1d7bb2fbf75c7550a7af7a0db821,genre scanme,true,color: #d9771d; top: 1505px; left: 919px; font-size: 103%,button,0,kb(event);,"playx(""34zbPJOhBLVd4sYbHSV7nr"", ""bubblegum dance"", this);","e.g. Me & My ""Dub-I-Dub""",bubblegum dance,#d9771d,1505.0,919.0,103.0
item1016,https://p.scdn.co/mp3-preview/c47ef9612018c167015f166367ac8f63930e9b3a,genre scanme,true,color: #c4740a; top: 3741px; left: 1162px; font-size: 103%,button,0,kb(event);,"playx(""0P3k6Jipqv1UWX0a4GmUuj"", ""funk das antigas"", this);","e.g. Mc Sapao ""Vou Desafiar VocÃª""",funk das antigas,#c4740a,3741.0,1162.0,103.0
item1017,https://p.scdn.co/mp3-preview/4181ab792c6c8b4655b52f9109b7cfe9c38e430d,genre scanme,true,color: #60a10c; top: 13700px; left: 858px; font-size: 103%,button,0,kb(event);,"playx(""1VYvWpbuOfXKSm4jpuJblj"", ""jazz cover"", this);","e.g. George White Group ""I Love You""",jazz cover,#60a10c,13700.0,858.0,103.0
item1018,https://p.scdn.co/mp3-preview/8535ebeaad36ca58303d220561f1d7e9a32afa86,genre scanme,true,color: #be7614; top: 6407px; left: 400px; font-size: 103%,button,0,kb(event);,"playx(""4BAWCedKFfdwxPFmFv4DMG"", ""british indie rock"", this);","e.g. The Maccabees ""Toothpaste Kisses""",british indie rock,#be7614,6407.0,400.0,103.0
item1019,https://p.scdn.co/mp3-preview/dc4f484b4b8b23bf58228ec1912d744d5c9feeaf,genre scanme,true,color: #9a9602; top: 5466px; left: 1095px; font-size: 103%,button,0,kb(event);,"playx(""7eUqK99sI3NBMyU2XAVYZB"", ""alabama rap"", this);","e.g. Lil Bam ""Julio""",alabama rap,#9a9602,5466.0,1095.0,103.0
item1020,https://p.scdn.co/mp3-preview/464967789039ec12000347b211e37cad56a56eed,genre scanme,true,color: #988751; top: 10146px; left: 454px; font-size: 103%,button,0,kb(event);,"playx(""3wqMCDKWWYHnPLldMskKHe"", ""baltimore indie"", this);","e.g. Wye Oak ""Civilian""",baltimore indie,#988751,10146.0,454.0,103.0
item1021,https://p.scdn.co/mp3-preview/c163660874d25898b21f123b880a6314232c96d9,genre scanme,true,color: #669507; top: 14478px; left: 802px; font-size: 103%,button,0,kb(event);,"playx(""3uE5hOz6EHFu6SkrpMVfSY"", ""women's music"", this);","e.g. Catie Curtis ""Patience""",women's music,#669507,14478.0,802.0,103.0
item1022,https://p.scdn.co/mp3-preview/e6e98b26fc6a5c8f9e7a974e5435653f6578a025,genre scanme,true,color: #b47b0f; top: 10308px; left: 1068px; font-size: 103%,button,0,kb(event);,"playx(""6jVRwmtx22kpy4Qz8vUqkZ"", ""old school rap francais"", this);","e.g. Zoxea ""Rap musique que j'aime""",old school rap francais,#b47b0f,10308.0,1068.0,103.0
item1023,https://p.scdn.co/mp3-preview/3178c29241ec4f6ec3fc56198bf353323a47f7c5,genre scanme,true,color: #ae7d27; top: 6433px; left: 824px; font-size: 103%,button,0,kb(event);,"playx(""68qjS7DsWSTfxuaKLcPc3j"", ""antiviral pop"", this);","e.g. Brad Knauber ""Don't Mine At Night - Minecraft Parody""",antiviral pop,#ae7d27,6433.0,824.0,103.0
item1024,https://p.scdn.co/mp3-preview/f890e6c9f55519d494a83ccd8523518f37172be1,genre scanme,true,color: #5b9f35; top: 15033px; left: 630px; font-size: 103%,button,0,kb(event);,"playx(""6SdfOVq0IK6aDDWqWM4pbL"", ""shamanic"", this);","e.g. Shimshai & Susana ""Abuelito Fuego""",shamanic,#5b9f35,15033.0,630.0,103.0
item1025,https://p.scdn.co/mp3-preview/2f25a4f5971ffd7c5ccdef5d199d818926b4433b,genre scanme,true,color: #bb8d16; top: 4248px; left: 1121px; font-size: 103%,button,0,kb(event);,"playx(""6onGFj3h3ALQsNHZpU0fiZ"", ""basshall"", this);","e.g. Merdan D ""Catalina (feat. Paloma Pradal) - Merdan D & Fabrie & Paolo Remix""",basshall,#bb8d16,4248.0,1121.0,103.0
item1026,https://p.scdn.co/mp3-preview/7125724b4d260322a87993956f0f55e3efd25e8c,genre scanme,true,color: #aa7a10; top: 9856px; left: 573px; font-size: 103%,button,0,kb(event);,"playx(""4Q9JQC7KZl1UIwIu8msEaf"", ""czech rock"", this);","e.g. Vitacit ""Dragon""",czech rock,#aa7a10,9856.0,573.0,103.0
item1027,https://p.scdn.co/mp3-preview/53ef0ab7280285de101be48bd7a0394bfea17707,genre scanme,true,color: #769107; top: 13675px; left: 609px; font-size: 103%,button,0,kb(event);,"playx(""5sCrcqn74sRGARWDwI4llo"", ""a cappella"", this);","e.g. Tufts Beelzebubs ""Hey Juliet""",a cappella,#769107,13675.0,609.0,103.0
item1028,https://p.scdn.co/mp3-preview/4d3060a47633205144c4e8dd9f6dfc5b02564ebd,genre scanme,true,color: #b38f3e; top: 2752px; left: 967px; font-size: 103%,button,0,kb(event);,"playx(""5wMgfgCLaIb3dZsL6koWj9"", ""deep tropical house"", this);","e.g. Nicolas Haelg ""Mind Games""",deep tropical house,#b38f3e,2752.0,967.0,103.0
item1029,https://p.scdn.co/mp3-preview/c31001da908ea49efc11fc625b6dd74267fd4029,genre scanme,true,color: #6f9409; top: 15809px; left: 686px; font-size: 103%,button,0,kb(event);,"playx(""151v4JOYgaXbszMMMb1yCh"", ""nasheed"", this);","e.g. Nazeel Azami ""Ya Ummi""",nasheed,#6f9409,15809.0,686.0,103.0
item1030,https://p.scdn.co/mp3-preview/3f57bd8c0768c8d6532562709725e078bb1dfe5e,genre scanme,true,color: #968926; top: 7731px; left: 806px; font-size: 103%,button,0,kb(event);,"playx(""54BW4qpq5ms4bnzBgiWVOo"", ""japanese soul"", this);","e.g. Shin Sakiura ""NIGHT RUNNING""",japanese soul,#968926,7731.0,806.0,103.0
item1031,https://p.scdn.co/mp3-preview/073b5cb9f1ad505eaf8774925d4c184ca838a29f,genre scanme,true,color: #939a08; top: 5273px; left: 1019px; font-size: 103%,button,0,kb(event);,"playx(""7ppMsyDILA2crL64lhnDa5"", ""german trap"", this);","e.g. Mo$art ""Bitte Bleib""",german trap,#939a08,5273.0,1019.0,103.0
item1032,https://p.scdn.co/mp3-preview/e7dca63a5d74ae43b1644640769b3612c47cd346,genre scanme,true,color: #a89107; top: 3010px; left: 1352px; font-size: 103%,button,0,kb(event);,"playx(""128O35uwfDuAJtr5j34VMe"", ""rkt"", this);","e.g. BRIANMIX ""Intro Matador - feat. SoreMix""",rkt,#a89107,3010.0,1352.0,103.0
item1033,https://p.scdn.co/mp3-preview/e7fd3ffcf6593a760f0c810d681d121f580e14f1,genre scanme,true,color: #7a960d; top: 12783px; left: 517px; font-size: 103%,button,0,kb(event);,"playx(""2DsGQtBzqFvXk3w2DZlJNQ"", ""brazilian ccm"", this);","e.g. Salette Ferreira ""Deus Cuida de Mim""",brazilian ccm,#7a960d,12783.0,517.0,103.0
item1034,https://p.scdn.co/mp3-preview/8eb9c9e37842402e02a27265849b8066f56e32bf,genre scanme,true,color: #8c9829; top: 8100px; left: 599px; font-size: 103%,button,0,kb(event);,"playx(""00zq8OHw9OJrpIiEGHHGKf"", ""zhongguo feng"", this);","e.g. å°é­ ""å³å±±é""",zhongguo feng,#8c9829,8100.0,599.0,103.0
item1035,https://p.scdn.co/mp3-preview/ed29cf8b3c43e352168516177322c98fc035c04c,genre scanme,true,color: #ba7449; top: 7423px; left: 466px; font-size: 103%,button,0,kb(event);,"playx(""3L7aQYaKfELkdsoMUAv8zN"", ""crank wave"", this);","e.g. Squid ""Swing (In A Dream)""",crank wave,#ba7449,7423.0,466.0,103.0
item1036,https://p.scdn.co/mp3-preview/2aaaac5fc22734c178839fd0e6ba0eca4b997f10,genre scanme,true,color: #a19202; top: 4099px; left: 1103px; font-size: 103%,button,0,kb(event);,"playx(""4dJQmwKhZ3vxLMIoPPXyqe"", ""st louis rap"", this);","e.g. 3 Problems ""For a F**k N***a""",st louis rap,#a19202,4099.0,1103.0,103.0
item1037,https://p.scdn.co/mp3-preview/43722c585e7d786e07d87996146fca1713b5a730,genre scanme,true,color: #729009; top: 15299px; left: 633px; font-size: 103%,button,0,kb(event);,"playx(""3amvYLhoSybydugR5Vr9oL"", ""canzone d'autore"", this);","e.g. Ivan Graziani ""Firenze - Canzone triste""",canzone d'autore,#729009,15299.0,633.0,103.0
item1038,https://p.scdn.co/mp3-preview/4d5c3dd0791cc864c95122f820acfdcb07e7e390,genre scanme,true,color: #a39406; top: 9002px; left: 1081px; font-size: 103%,button,0,kb(event);,"playx(""428KqY5r8ZiL7IyRd1lBYy"", ""trap catala"", this);","e.g. Teuma Thug ""SuperglÃº""",trap catala,#a39406,9002.0,1081.0,103.0
item1039,https://p.scdn.co/mp3-preview/d0912b1efc7b4c0ae8d89d545c7c023d08581792,genre scanme,true,color: #aa7c33; top: 10257px; left: 416px; font-size: 103%,button,0,kb(event);,"playx(""5ZIF0htcS0mDq8yZk46pbh"", ""athens indie"", this);","e.g. Well Kept ""Good Thoughts""",athens indie,#aa7c33,10257.0,416.0,103.0
item1040,https://p.scdn.co/mp3-preview/0323c427543b7edc219184e687f1721c3cda89cb,genre scanme,true,color: #c7816d; top: 1220px; left: 1191px; font-size: 103%,button,0,kb(event);,"playx(""5YqKtfTxesXJdCfFu1Sh3F"", ""australian house"", this);","e.g. Torren Foot ""Candy""",australian house,#c7816d,1220.0,1191.0,103.0
item1041,https://p.scdn.co/mp3-preview/6e51356d2db91a5e012b7d63642235201e1e2dc7,genre scanme,true,color: #9d8b21; top: 9039px; left: 832px; font-size: 103%,button,0,kb(event);,"playx(""1iBVlClhPGswV9QcW1i88r"", ""australian reggae fusion"", this);","e.g. Kingfisha ""Left It""",australian reggae fusion,#9d8b21,9039.0,832.0,103.0
item1042,https://p.scdn.co/mp3-preview/d55b8dc60799c16a73f7dd90cdb4dabe0dfefa41,genre scanme,true,color: #947e0c; top: 11267px; left: 765px; font-size: 103%,button,0,kb(event);,"playx(""0fopVbPW7N5BK0sOybQCq2"", ""philly soul"", this);","e.g. Blue Magic ""Sideshow""",philly soul,#947e0c,11267.0,765.0,103.0
item1043,https://p.scdn.co/mp3-preview/5bc1034ab040f4abe664edf9446c7642bf8d3e73,genre scanme,true,color: #8e7e05; top: 14095px; left: 703px; font-size: 103%,button,0,kb(event);,"playx(""7jeOETwLUP84mPQzxlD5nh"", ""classic girl group"", this);","e.g. The Crystals ""Then He Kissed Me""",classic girl group,#8e7e05,14095.0,703.0,103.0
item1044,https://p.scdn.co/mp3-preview/1cd60503ca3f4dbf1398c589c453e6d2b78bba1e,genre scanme,true,color: #b5750f; top: 11516px; left: 858px; font-size: 103%,button,0,kb(event);,"playx(""6m1LdOfps3vrWDV1BHO3D5"", ""boom bap"", this);","e.g. Daniel Son ""Frog Legs""",boom bap,#b5750f,11516.0,858.0,103.0
item1045,https://p.scdn.co/mp3-preview/884db32b0c118d67e72384a218e6c87406a7d43a,genre scanme,true,color: #85921a; top: 9394px; left: 923px; font-size: 103%,button,0,kb(event);,"playx(""2RvK4GS1RoAtFImYinow1Z"", ""r&b argentino"", this);","e.g. An Espil ""Â¡Falta!""",r&b argentino,#85921a,9394.0,923.0,103.0
item1046,https://p.scdn.co/mp3-preview/5d137f6a6e3faf4342cbda7be10b44fd4dcd0da8,genre scanme,true,color: #61a07b; top: 14043px; left: 378px; font-size: 103%,button,0,kb(event);,"playx(""4LzDR9ArSfr065cLQgpuba"", ""bow pop"", this);","e.g. Eklipse ""Bad Guy""",bow pop,#61a07b,14043.0,378.0,103.0
item1047,https://p.scdn.co/mp3-preview/1d3948f1151134e9183a74abff7a0a7381c8351a,genre scanme,true,color: #a58705; top: 4658px; left: 1070px; font-size: 103%,button,0,kb(event);,"playx(""5zX9w0RTip3oTRXDU8BiR7"", ""texas latin rap"", this);","e.g. Microwave Rollie ""Greedy Goat lll""",texas latin rap,#a58705,4658.0,1070.0,103.0
item1048,https://p.scdn.co/mp3-preview/18cfb6baa649686f000e3de0d1c7eea698a358a9,genre scanme,true,color: #b491a3; top: 2450px; left: 573px; font-size: 103%,button,0,kb(event);,"playx(""1BfhVwH9qy1BYIT8Ernu9x"", ""synthwave"", this);","e.g. Phaserland ""Kissing in Berlin""",synthwave,#b491a3,2450.0,573.0,103.0
item1049,https://p.scdn.co/mp3-preview/d2b4469aabb71c921499a114a26572d55249713f,genre scanme,true,color: #b29483; top: 3010px; left: 770px; font-size: 103%,button,0,kb(event);,"playx(""1VNhajNuy7nM80TueJLa0f"", ""chill phonk"", this);","e.g. BLADEFEAR ""In Essense""",chill phonk,#b29483,3010.0,770.0,103.0
item1050,https://p.scdn.co/mp3-preview/0a466f1aa4238b2b6882a1901f8a8d4e0e6f6f37,genre scanme,true,color: #b28807; top: 10221px; left: 1073px; font-size: 103%,button,0,kb(event);,"playx(""75i0d9BbJp0knwFlwYwxqZ"", ""rap catala"", this);","e.g. Senyor Oca ""Al Teu Niu""",rap catala,#b28807,10221.0,1073.0,103.0
